1731670059.2529693,-46,-46.0,1.0
1731670059.3629985,-46,-46.0,1.0
1731670059.4732282,-46,-46.0,1.0
1731670059.5839014,-46,-46.0,1.0
1731670059.6940215,-46,-46.0,1.0
1731670059.913921,-46,-46.0,1.0
1731670060.024001,-46,-46.0,1.0
1731670060.1340568,-46,-46.0,1.0
1731670060.2450602,-46,-46.0,1.0
1731670060.356576,-45,-46.0,1.0
1731670060.4664125,-45,-46.0,1.0
1731670060.5757408,-45,-46.0,1.0
1731670060.7961311,-45,-46.0,1.0
1731670060.9051163,-45,-46.0,1.0
1731670061.0136933,-45,-46.0,1.0
1731670061.1248317,-45,-46.0,1.0
1731670061.2360055,-45,-46.0,1.0
1731670061.3466575,-45,-46.0,1.0
1731670061.4557695,-45,-45.5,0.9440608762859234
1731670061.6762388,-45,-45.0,0.8912509381337456
1731670061.786971,-45,-45.0,0.8912509381337456
1731670061.8967435,-45,-45.0,0.8912509381337456
1731670062.0047345,-45,-45.0,0.8912509381337456
1731670062.113058,-45,-45.0,0.8912509381337456
1731670062.2220316,-45,-45.0,0.8912509381337456
1731670062.3320563,-45,-45.0,0.8912509381337456
1731670062.5511146,-51,-45.0,0.8912509381337456
1731670062.661179,-51,-45.0,0.8912509381337456
1731670062.7713454,-51,-45.0,0.8912509381337456
1731670062.8815832,-51,-45.0,0.8912509381337456
1731670062.9921715,-51,-45.0,0.8912509381337456
1731670063.1028576,-51,-45.0,0.8912509381337456
1731670063.3231215,-51,-45.0,0.8912509381337456
1731670063.432742,-51,-45.0,0.8912509381337456
1731670063.541179,-51,-45.0,0.8912509381337456
1731670063.6503143,-51,-48.0,1.2589254117941673
1731670063.7596812,-51,-51.0,1.7782794100389228
1731670063.9762878,-51,-51.0,1.7782794100389228
1731670064.0854976,-51,-51.0,1.7782794100389228
1731670064.195014,-51,-51.0,1.7782794100389228
1731670064.304497,-51,-51.0,1.7782794100389228
1731670064.5221639,-51,-51.0,1.7782794100389228
1731670064.6364667,-51,-51.0,1.7782794100389228
1731670064.7419715,-51,-51.0,1.7782794100389228
1731670064.8497715,-51,-51.0,1.7782794100389228
1731670064.959925,-51,-51.0,1.7782794100389228
1731670065.071367,-51,-51.0,1.7782794100389228
1731670065.2898037,-51,-51.0,1.7782794100389228
1731670065.399878,-51,-51.0,1.7782794100389228
1731670065.5091965,-57,-51.0,1.7782794100389228
1731670065.6196504,-57,-51.0,1.7782794100389228
1731670065.8384507,-57,-51.0,1.7782794100389228
1731670065.947676,-57,-51.0,1.7782794100389228
1731670066.056902,-57,-51.0,1.7782794100389228
1731670066.1673965,-57,-51.0,1.7782794100389228
1731670066.2754335,-57,-51.0,1.7782794100389228
1731670066.4937,-57,-51.0,1.7782794100389228
1731670066.6048682,-57,-51.0,1.7782794100389228
1731670066.7148917,-57,-54.0,2.51188643150958
1731670066.8256748,-57,-57.0,3.548133892335755
1731670066.9338675,-57,-57.0,3.548133892335755
1731670067.1536965,-57,-57.0,3.548133892335755
1731670067.2623248,-63,-57.0,3.548133892335755
1731670067.3724406,-63,-57.0,3.548133892335755
1731670067.4808278,-63,-57.0,3.548133892335755
1731670067.7008562,-63,-57.0,3.548133892335755
1731670067.8100502,-63,-57.0,3.548133892335755
1731670067.919535,-63,-57.0,3.548133892335755
1731670068.027388,-63,-57.0,3.548133892335755
1731670068.2468066,-63,-57.0,3.548133892335755
1731670068.356846,-63,-57.0,3.548133892335755
1731670068.464921,-63,-60.0,5.011872336272722
1731670068.5743399,-63,-63.0,7.079457843841379
1731670068.792515,-63,-63.0,7.079457843841379
1731670068.9011748,-63,-63.0,7.079457843841379
1731670069.0091507,-63,-63.0,7.079457843841379
1731670069.1189966,-63,-63.0,7.079457843841379
1731670069.3374963,-63,-63.0,7.079457843841379
1731670069.4472313,-63,-63.0,7.079457843841379
1731670069.5564983,-69,-63.0,7.079457843841379
1731670069.7757914,-69,-63.0,7.079457843841379
1731670069.8847818,-69,-63.0,7.079457843841379
1731670069.9944284,-69,-63.0,7.079457843841379
1731670070.1037388,-69,-63.0,7.079457843841379
1731670070.2122264,-69,-63.0,7.079457843841379
1731670070.4289246,-69,-63.0,7.079457843841379
1731670070.537767,-69,-63.0,7.079457843841379
1731670070.647926,-69,-63.0,7.079457843841379
1731670070.7560022,-69,-66.0,10.0
1731670070.9742246,-69,-69.0,14.12537544622754
1731670071.0838902,-69,-69.0,14.12537544622754
1731670071.1924605,-69,-69.0,14.12537544622754
1731670071.3014455,-69,-69.0,14.12537544622754
1731670071.5195715,-69,-69.0,14.12537544622754
1731670071.6285002,-69,-69.0,14.12537544622754
1731670071.7389438,-69,-69.0,14.12537544622754
