distance,mean,CI
1,1.0745999999999991,2.8767189645010167e-16
2,1.8498,0.1124810106667501
3,2.233059999999999,0.22354868104248693
4,2.163615,0.021097596493934053
5,4.596795000000002,0.28676887426872233
6,4.285584999999998,0.009263401617354219
7,6.7864074999999975,0.3152529338639951
8,6.780300000000004,1.1506875858004067e-15
9,5.609177500000005,0.561495453187046
10,9.086902499999992,0.2484353864566138
11,5.434795000000001,0.2457176475301168
