distance,mean,CI
1,1.1631379999999993,0.023483999896535126
2,1.0649349999999997,0.01690621611266204
3,2.092274000000001,0.036440198144583304
4,2.718875999999999,0.027936132946842846
5,4.370929999999992,0.04397535970245016
6,6.973400000000005,0.16142870502007525
7,5.6299189999999975,0.05505466180242102
8,8.565742000000014,0.08649254727693405
9,5.618534000000003,0.11956880328088268
10,6.412569000000006,0.0635724242978468
11,9.098685999999997,0.3650480114954092
