Timestamp,Data
2024-11-23T17:13:03.812330,-50
2024-11-23T17:13:08.846743,-51
2024-11-23T17:13:13.889444,-51
2024-11-23T17:13:18.925505,-52
2024-11-23T17:13:23.971855,-51
2024-11-23T17:13:29.020450,-51
2024-11-23T17:13:34.068332,-51
2024-11-23T17:13:39.124176,-51
2024-11-23T17:13:44.164921,-51
2024-11-23T17:13:49.212822,-50
2024-11-23T17:13:54.261252,-51
2024-11-23T17:13:59.311694,-51
2024-11-23T17:14:04.351884,-51
2024-11-23T17:14:09.440900,-50
2024-11-23T17:14:14.493554,-51
2024-11-23T17:14:19.541064,-51
2024-11-23T17:14:24.617443,-50
2024-11-23T17:14:29.709695,-50
2024-11-23T17:14:34.759273,-51
2024-11-23T17:14:39.803315,-50
2024-11-23T17:14:44.854921,-52
2024-11-23T17:14:49.896939,-50
2024-11-23T17:14:54.955273,-48
2024-11-23T17:15:00.035894,-50
2024-11-23T17:15:05.104238,-52
2024-11-23T17:15:10.152034,-51
2024-11-23T17:15:15.200560,-51
2024-11-23T17:16:35.989566,-51
2024-11-23T17:16:45.141173,-42
2024-11-23T17:16:50.185383,-43
2024-11-23T17:16:55.231079,-42
2024-11-23T17:17:00.278671,-41
2024-11-23T17:17:05.328650,-42
2024-11-23T17:17:10.385437,-42
2024-11-23T17:17:15.436700,-42
2024-11-23T17:17:20.483745,-42
2024-11-23T17:17:25.527500,-43
2024-11-23T17:17:30.574875,-42
2024-11-23T17:17:35.618134,-42
2024-11-23T17:17:40.666376,-43
2024-11-23T17:17:45.716637,-42
2024-11-23T17:17:50.770294,-42
2024-11-23T17:17:55.826595,-43
2024-11-23T17:18:00.869392,-43
2024-11-23T17:18:05.921537,-43
2024-11-23T17:18:10.964903,-43
2024-11-23T17:18:16.010452,-42
2024-11-23T17:21:00.226101,-42
2024-11-23T17:21:06.714095,-44
2024-11-23T17:21:11.754599,-41
2024-11-23T17:21:16.799804,-42
2024-11-23T17:21:21.849458,-42
2024-11-23T17:21:26.893534,-44
2024-11-23T17:21:31.942333,-42
2024-11-23T17:21:36.990603,-42
2024-11-23T17:21:42.030053,-41
2024-11-23T17:21:47.068596,-41
2024-11-23T17:21:52.116945,-41
2024-11-23T17:21:57.159664,-42
2024-11-23T17:22:02.209824,-41
2024-11-23T17:22:07.249199,-42
