Timestamp,Data
2024-11-23T17:13:03.812330,-50.0
2024-11-23T17:13:08.846743,-50.49999999999999
2024-11-23T17:13:13.889444,-50.66666666666667
2024-11-23T17:13:18.924509,-51.0
2024-11-23T17:13:23.971855,-51.0
2024-11-23T17:13:29.020450,-51.2
2024-11-23T17:13:34.068332,-51.2
2024-11-23T17:13:39.124176,-51.2
2024-11-23T17:13:44.164921,-51.0
2024-11-23T17:13:49.212822,-50.8
2024-11-23T17:13:54.260731,-50.8
2024-11-23T17:13:59.310696,-50.8
2024-11-23T17:14:04.351884,-50.8
2024-11-23T17:14:09.440900,-50.6
2024-11-23T17:14:14.493554,-50.8
2024-11-23T17:14:19.541064,-50.8
2024-11-23T17:14:24.589022,-50.6
2024-11-23T17:14:29.708698,-50.40000000000001
2024-11-23T17:14:34.758276,-50.6
2024-11-23T17:14:39.802318,-50.4
2024-11-23T17:14:44.854921,-50.6
2024-11-23T17:14:49.896939,-50.6
2024-11-23T17:14:54.954277,-50.199999999999996
2024-11-23T17:15:00.034897,-50.0
2024-11-23T17:15:05.103241,-50.4
2024-11-23T17:15:10.152034,-50.199999999999996
2024-11-23T17:15:15.199564,-50.399999999999984
2024-11-23T17:16:35.989566,-51.0
2024-11-23T17:16:45.141173,-42.0
2024-11-23T17:16:50.185383,-42.5
2024-11-23T17:16:55.231079,-42.33333333333334
2024-11-23T17:17:00.278671,-42.0
2024-11-23T17:17:05.327652,-42.0
2024-11-23T17:17:10.384907,-42.0
2024-11-23T17:17:15.436700,-41.8
2024-11-23T17:17:20.482719,-41.8
2024-11-23T17:17:25.527500,-42.19999999999998
2024-11-23T17:17:30.574875,-42.19999999999998
2024-11-23T17:17:35.617167,-42.199999999999996
2024-11-23T17:17:40.666376,-42.399999999999984
2024-11-23T17:17:45.715300,-42.399999999999984
2024-11-23T17:17:50.770294,-42.199999999999996
2024-11-23T17:17:55.825599,-42.399999999999984
2024-11-23T17:18:00.869392,-42.59999999999999
2024-11-23T17:18:05.921537,-42.6
2024-11-23T17:18:10.963437,-42.8
2024-11-23T17:18:16.010452,-42.8
2024-11-23T17:21:00.225102,-42.0
2024-11-23T17:21:06.714095,-44.0
2024-11-23T17:21:11.753603,-42.499999999999986
2024-11-23T17:21:16.799804,-42.33333333333334
2024-11-23T17:21:21.849458,-42.25
2024-11-23T17:21:26.893534,-42.6
2024-11-23T17:21:31.942333,-42.199999999999996
2024-11-23T17:21:36.990603,-42.4
2024-11-23T17:21:42.030053,-42.199999999999996
2024-11-23T17:21:47.067597,-42.0
2024-11-23T17:21:52.115949,-41.400000000000006
2024-11-23T17:21:57.159664,-41.400000000000006
2024-11-23T17:22:02.208796,-41.2
2024-11-23T17:22:07.249199,-41.39999999999999
2024-11-23T17:22:12.305757,-41.39999999999999
2024-11-23T17:22:17.348560,-41.599999999999994
2024-11-23T17:22:22.397083,-42.0
2024-11-23T17:22:27.442621,-42.19999999999998
2024-11-23T17:22:32.490944,-42.4
2024-11-23T17:22:37.537671,-42.6
2024-11-23T17:26:57.941056,-42.0
2024-11-23T17:27:03.683397,-52.0
2024-11-23T17:27:08.733940,-52.499999999999986
2024-11-23T17:27:13.782182,-52.66666666666668
2024-11-23T17:27:18.822877,-52.749999999999986
2024-11-23T17:27:23.867200,-52.80000000000001
2024-11-23T17:27:28.912254,-53.0
2024-11-23T17:27:33.961546,-53.0
2024-11-23T17:27:39.007793,-53.0
2024-11-23T17:27:44.054844,-53.0
2024-11-23T17:27:49.098206,-53.2
2024-11-23T17:27:54.147671,-53.2
2024-11-23T17:27:59.198083,-53.2
2024-11-23T17:28:04.247904,-53.2
2024-11-23T17:28:09.293060,-53.4
2024-11-23T17:28:14.347745,-53.4
2024-11-23T17:28:19.400965,-53.40000000000001
2024-11-23T17:28:24.445576,-53.40000000000001
2024-11-23T17:28:29.498246,-53.4
2024-11-23T17:28:34.544321,-53.2
2024-11-23T17:45:31.521038,-53.0
2024-11-23T17:45:38.792165,-54.0
2024-11-23T17:45:43.834388,-53.99999999999999
2024-11-23T17:45:48.886747,-53.66666666666667
2024-11-23T17:45:53.934448,-53.249999999999986
2024-11-23T17:45:58.986272,-53.0
2024-11-23T17:46:04.048217,-52.8
2024-11-23T17:46:09.102630,-52.599999999999994
2024-11-23T17:46:14.150210,-52.60000000000001
2024-11-23T17:46:19.226223,-52.80000000000001
2024-11-23T17:46:24.275392,-53.0
2024-11-23T17:46:29.325664,-53.0
2024-11-23T17:46:34.384347,-53.0
2024-11-23T17:46:39.434277,-52.8
2024-11-23T17:46:44.476004,-52.80000000000001
2024-11-23T17:46:49.562807,-52.8
2024-11-23T17:46:54.617127,-52.80000000000001
2024-11-23T17:46:59.668423,-52.80000000000001
2024-11-23T17:47:04.713187,-53.0
2024-11-23T17:47:09.760940,-53.0
2024-11-23T17:56:40.576022,-53.0
2024-11-23T17:56:46.417442,-54.0
2024-11-23T17:56:51.454842,-53.499999999999986
2024-11-23T17:56:56.492170,-53.66666666666667
2024-11-23T17:57:01.534458,-53.75
2024-11-23T17:57:06.583163,-53.600000000000016
2024-11-23T17:57:11.629784,-53.40000000000001
2024-11-23T17:57:16.678287,-53.6
2024-11-23T17:57:21.725280,-53.6
2024-11-23T17:57:26.772343,-53.40000000000001
2024-11-23T17:57:31.821416,-53.40000000000001
2024-11-23T17:57:36.868556,-53.4
2024-11-23T17:57:41.932665,-53.2
2024-11-23T17:57:46.978193,-53.0
2024-11-23T17:57:52.027412,-53.0
2024-11-23T17:57:57.072874,-53.0
2024-11-23T17:58:02.119761,-53.0
2024-11-23T17:58:07.167366,-53.0
2024-11-23T17:58:12.216329,-53.0
2024-11-23T17:58:17.258896,-53.0
2024-11-23T18:04:27.097011,-53.0
2024-11-23T18:04:33.149524,-62.0
2024-11-23T18:04:38.191188,-62.49999999999998
2024-11-23T18:04:43.228725,-62.33333333333334
2024-11-23T18:04:48.276020,-61.249999999999986
2024-11-23T18:04:53.322839,-60.8
2024-11-23T18:04:58.364902,-60.00000000000001
2024-11-23T18:05:03.411447,-59.2
2024-11-23T18:05:08.460437,-58.199999999999996
2024-11-23T18:05:13.501576,-57.8
2024-11-23T18:05:18.538768,-57.39999999999999
2024-11-23T18:05:23.587245,-57.00000000000001
2024-11-23T18:05:28.635346,-56.6
2024-11-23T18:05:33.734927,-56.40000000000001
2024-11-23T18:05:38.780831,-56.4
2024-11-23T18:05:43.835817,-56.4
2024-11-23T18:05:48.885599,-56.4
2024-11-23T18:05:53.935390,-56.2
2024-11-23T18:05:58.979881,-56.2
2024-11-23T18:06:04.022909,-56.2
2024-11-23T18:25:39.441955,-56.0
2024-11-23T18:25:45.160669,-60.0
2024-11-23T18:25:50.210065,-57.5
2024-11-23T18:25:55.252616,-56.33333333333334
2024-11-23T18:26:00.304530,-56.0
2024-11-23T18:26:05.355536,-55.60000000000001
2024-11-23T18:26:10.398724,-54.400000000000006
2024-11-23T18:26:15.450449,-54.39999999999999
2024-11-23T18:26:20.499232,-54.400000000000006
2024-11-23T18:26:25.554805,-54.2
2024-11-23T18:26:30.603819,-54.39999999999999
2024-11-23T18:26:35.655599,-54.599999999999994
2024-11-23T18:26:40.696409,-54.599999999999994
2024-11-23T18:26:45.744426,-54.599999999999994
2024-11-23T18:26:50.795258,-54.599999999999994
2024-11-23T18:26:55.841673,-54.400000000000006
2024-11-23T18:27:00.887772,-54.2
2024-11-23T18:27:05.933027,-54.0
2024-11-23T18:27:10.980203,-54.0
2024-11-23T18:27:16.026605,-54.2
