Timestamp,Data
2024-11-23T17:13:44.162925,1.0244
2024-11-23T17:13:49.210800,1.0244
2024-11-23T17:13:54.258687,1.0244
2024-11-23T17:13:59.308703,1.0244
2024-11-23T17:14:04.349575,1.0244
2024-11-23T17:14:09.437907,1.0244
2024-11-23T17:14:14.490589,1.0244
2024-11-23T17:14:19.538521,1.0244
2024-11-23T17:14:24.586624,1.0244
2024-11-23T17:14:29.665995,0.9008
2024-11-23T17:14:34.756284,1.0244
2024-11-23T17:14:39.800321,0.9008
2024-11-23T17:14:44.852900,0.9008
2024-11-23T17:14:49.894429,0.9008
2024-11-23T17:14:54.952279,0.9008
2024-11-23T17:14:59.996168,0.9008
2024-11-23T17:15:05.101246,0.9008
2024-11-23T17:15:10.150042,0.9008
2024-11-23T17:15:15.197568,1.0244
2024-11-23T17:16:33.626327,1.0244
2024-11-23T17:16:45.138719,0.3219
2024-11-23T17:16:50.183389,0.3433
2024-11-23T17:16:55.228089,0.3219
2024-11-23T17:17:00.276654,0.3219
2024-11-23T17:17:05.325659,0.3219
2024-11-23T17:17:10.381916,0.3219
2024-11-23T17:17:15.434676,0.3219
2024-11-23T17:17:20.481721,0.3219
2024-11-23T17:17:25.525505,0.3219
2024-11-23T17:17:30.572380,0.3219
2024-11-23T17:17:35.615143,0.3219
2024-11-23T17:17:40.664317,0.3219
2024-11-23T17:17:45.714303,0.3219
2024-11-23T17:17:50.768322,0.3219
2024-11-23T17:17:55.823605,0.3219
2024-11-23T17:18:00.866880,0.3661
2024-11-23T17:18:05.919513,0.3661
2024-11-23T17:18:10.962444,0.3661
2024-11-23T17:18:16.008478,0.3661
2024-11-23T17:20:58.035680,0.3219
2024-11-23T17:21:06.712098,0.4163
2024-11-23T17:21:11.751608,0.3433
2024-11-23T17:21:16.797809,0.3219
2024-11-23T17:21:21.847464,0.3219
2024-11-23T17:21:26.890543,0.3219
2024-11-23T17:21:31.940354,0.3219
2024-11-23T17:21:36.988637,0.3219
2024-11-23T17:21:42.028105,0.3219
2024-11-23T17:21:47.065602,0.3219
2024-11-23T17:21:52.113953,0.283
2024-11-23T17:21:57.157687,0.283
2024-11-23T17:22:02.207828,0.283
2024-11-23T17:22:07.246706,0.283
2024-11-23T17:22:12.303783,0.283
2024-11-23T17:22:17.346618,0.3219
2024-11-23T17:22:22.395088,0.3219
2024-11-23T17:22:27.440629,0.3219
2024-11-23T17:22:32.489404,0.3219
2024-11-23T17:22:37.535712,0.3219
2024-11-23T17:26:57.193786,0.3219
2024-11-23T17:27:03.681401,1.165
2024-11-23T17:27:08.724964,1.2424
2024-11-23T17:27:13.780189,1.325
2024-11-23T17:27:18.820882,1.325
2024-11-23T17:27:23.865206,1.325
2024-11-23T17:27:28.910745,1.325
2024-11-23T17:27:33.958554,1.325
2024-11-23T17:27:39.005798,1.325
2024-11-23T17:27:44.052849,1.325
2024-11-23T17:27:49.096218,1.325
2024-11-23T17:27:54.145678,1.325
2024-11-23T17:27:59.196089,1.325
