Timestamp,Data
2024-11-23T17:13:44.159932,1.0
2024-11-23T17:13:49.208842,0.8793
2024-11-23T17:13:54.256689,1.0
2024-11-23T17:13:59.306706,1.0
2024-11-23T17:14:04.347591,1.0
2024-11-23T17:14:09.410872,0.8793
2024-11-23T17:14:14.489055,1.0
2024-11-23T17:14:19.536555,1.0
2024-11-23T17:14:24.585637,0.8793
2024-11-23T17:14:29.663968,0.8793
2024-11-23T17:14:34.754287,1.0
2024-11-23T17:14:39.798323,0.8793
2024-11-23T17:14:44.850798,1.1373
2024-11-23T17:14:49.892923,0.8793
2024-11-23T17:14:54.943275,0.6798
2024-11-23T17:14:59.992855,0.8793
2024-11-23T17:15:05.085036,1.1373
2024-11-23T17:15:10.148045,1.0
2024-11-23T17:15:15.196608,1.0
2024-11-23T17:16:28.251941,1.0
2024-11-23T17:16:45.136727,0.3142
2024-11-23T17:16:50.181420,0.3573
2024-11-23T17:16:55.226094,0.3142
2024-11-23T17:17:00.273699,0.2763
2024-11-23T17:17:05.323662,0.3142
2024-11-23T17:17:10.380410,0.3142
2024-11-23T17:17:15.432442,0.3142
2024-11-23T17:17:20.478731,0.3142
2024-11-23T17:17:25.523545,0.3573
2024-11-23T17:17:30.570453,0.3142
2024-11-23T17:17:35.613176,0.3142
2024-11-23T17:17:40.662097,0.3573
2024-11-23T17:17:45.712293,0.3142
2024-11-23T17:17:50.766278,0.3142
2024-11-23T17:17:55.821608,0.3573
2024-11-23T17:18:00.865373,0.3573
2024-11-23T17:18:05.916972,0.3573
2024-11-23T17:18:10.960416,0.3573
2024-11-23T17:18:16.006950,0.3142
2024-11-23T17:20:54.097233,0.3142
2024-11-23T17:21:06.709132,0.4064
2024-11-23T17:21:11.749613,0.2763
2024-11-23T17:21:16.795307,0.3142
2024-11-23T17:21:21.845497,0.3142
2024-11-23T17:21:26.888547,0.4064
2024-11-23T17:21:31.938344,0.3142
2024-11-23T17:21:36.986612,0.3142
2024-11-23T17:21:42.025775,0.2763
2024-11-23T17:21:47.063608,0.2763
2024-11-23T17:21:52.111988,0.2763
2024-11-23T17:21:57.155177,0.3142
2024-11-23T17:22:02.205717,0.2763
2024-11-23T17:22:07.244710,0.3142
2024-11-23T17:22:12.301462,0.2763
2024-11-23T17:22:17.344058,0.3142
2024-11-23T17:22:22.393092,0.4064
2024-11-23T17:22:27.438632,0.3142
2024-11-23T17:22:32.486409,0.3573
2024-11-23T17:22:37.534163,0.3142
2024-11-23T17:26:56.175964,0.3142
2024-11-23T17:27:03.678410,1.1373
2024-11-23T17:27:08.706014,1.2934
2024-11-23T17:27:13.778193,1.2934
2024-11-23T17:27:18.818888,1.2934
2024-11-23T17:27:23.863209,1.2934
2024-11-23T17:27:28.908750,1.2934
2024-11-23T17:27:33.956586,1.2934
2024-11-23T17:27:39.003897,1.2934
2024-11-23T17:27:44.050882,1.2934
2024-11-23T17:27:49.094217,1.4709
2024-11-23T17:27:54.143681,1.2934
2024-11-23T17:27:59.194097,1.2934
2024-11-23T17:28:04.243534,1.2934
2024-11-23T17:28:09.289069,1.4709
2024-11-23T17:28:14.343716,1.4709
2024-11-23T17:28:19.396974,1.2934
2024-11-23T17:28:24.439592,1.2934
2024-11-23T17:28:29.494743,1.2934
2024-11-23T17:28:34.540363,1.2934
2024-11-23T17:45:27.825483,1.2934
2024-11-23T17:45:38.788208,1.4709
2024-11-23T17:45:43.830424,1.4709
2024-11-23T17:45:48.882678,1.2934
2024-11-23T17:45:53.930302,1.1373
2024-11-23T17:45:58.982822,1.1373
2024-11-23T17:46:04.043229,1.2934
2024-11-23T17:46:09.098672,1.2934
2024-11-23T17:46:14.146687,1.2934
2024-11-23T17:46:19.221629,1.2934
2024-11-23T17:46:24.270437,1.2934
2024-11-23T17:46:29.321696,1.2934
2024-11-23T17:46:34.368249,1.2934
